id,date,type,item,source_article,source_sentence,meaning,usage,writing_value,tags,review_note,appear_count,last_seen
20260703-078,2026-07-03,单词,damaging,2026-07-03-2011-english-i-text-3.md,"in quicker, more visible, and much more damaging ways",有破坏性的；造成损害的,damaging 修饰 ways 表示表达意见的方式对品牌更具破坏性或损害性。,一般,阅读高频|形容词|负面影响|错句来源|Text3-S13,damaging = 有破坏性的/造成损害的；much more damaging = 破坏性大得多。,1,2026-07-03
20260703-079,2026-07-03,词组,"in quicker, more visible, and much more damaging ways",2026-07-03-2011-english-i-text-3.md,"in quicker, more visible, and much more damaging ways",以更快、更可见且破坏性大得多的方式,该介词短语作方式状语 三个比较级并列修饰 voice their opinions 的方式。,一般,阅读高频|方式状语|比较结构|并列结构|错句来源|Text3-S13,看到 in ... ways 要先按方式状语处理；quicker/more visible/much more damaging 是并列比较级。,1,2026-07-03
20260703-080,2026-07-03,词组,hijacked media,2026-07-03-2011-english-i-text-3.md,Such hijacked media are the opposite of earned media,劫持媒介,hijacked media 在本文指企业资产或活动被消费者等反向利用为施压工具的媒介形态。,一般,阅读高频|媒介主题|核心概念|错句来源|Text3-S14,hijacked media = 劫持媒介；重点是企业原有媒介被他方反向利用 不要只译成损害/危害。,1,2026-07-03
20260703-081,2026-07-03,熟词僻义,opposite,2026-07-03-2011-english-i-text-3.md,the opposite of earned media,反面；对立面,opposite 在 S14 中作名词 表示 earned media 的反面/对立面 不是“位置”。,一般,阅读高频|熟词僻义|逻辑关系|错句来源|Text3-S14,opposite 作名词可表示“反面/对立面”；the opposite of A = A 的反面。,1,2026-07-03
20260703-082,2026-07-03,词组,the opposite of,2026-07-03-2011-english-i-text-3.md,the opposite of earned media,……的反面；与……相对,the opposite of ... 是 S14 前半句的核心表语结构 用来说明 hijacked media 与 earned media 的关系。,一般,阅读高频|固定搭配|逻辑关系|错句来源|Text3-S14,the opposite of earned media = earned media 的反面；不要把 opposite 误译为位置。,1,2026-07-03
20260703-083,2026-07-03,熟词僻义,campaign,2026-07-03-2011-english-i-text-3.md,an asset or campaign,营销活动；宣传活动,campaign 在营销和媒介语境中指一次营销/宣传活动 不只是政治运动或军事行动。,一般,阅读高频|熟词僻义|媒介主题|错句来源|Text3-S14,campaign 可指广告/营销/社交媒体活动；S14 中 an asset or campaign = 一项资产或一次营销活动。,1,2026-07-03
20260703-084,2026-07-03,熟词僻义,hostage,2026-07-03-2011-english-i-text-3.md,becomes hostage to consumers,人质；受制于某方的状态,hostage 在 S14 中是比喻义 表示企业资产或活动受消费者等控制/挟持。,一般,阅读高频|熟词僻义|比喻表达|错句来源|Text3-S14,hostage 字面是人质；become hostage to ... 可引申为被……挟持/受制于……。,1,2026-07-03
20260703-085,2026-07-03,词组,become hostage to,2026-07-03-2011-english-i-text-3.md,"an asset or campaign becomes hostage to consumers, other stakeholders, or activists",被……挟持；受制于……,become hostage to ... 表示某项资产或活动被消费者、利益相关者或激进分子控制/挟持。,一般,阅读高频|固定搭配|比喻表达|媒介主题|错句来源|Text3-S14,become hostage to ... 要整体译为“被……挟持/受制于……”；to 后接挟持或控制的一方。,1,2026-07-03
20260703-086,2026-07-03,单词,stakeholders,2026-07-03-2011-english-i-text-3.md,"consumers, other stakeholders, or activists",利益相关者,stakeholders 指与某品牌、产品或组织有利益关系或受其影响的人或群体。,一般,阅读高频|商业主题|社会主题|错句来源|Text3-S14,stakeholder = 利益相关者；other stakeholders = 其他利益相关者。,1,2026-07-03
20260703-087,2026-07-03,单词,activists,2026-07-03-2011-english-i-text-3.md,"consumers, other stakeholders, or activists",激进分子；行动主义者,activists 指为某种政治、社会或消费者议题积极行动的人 在本句中是可能劫持媒介施压的人群之一。,一般,阅读高频|社会主题|人群表达|错句来源|Text3-S14,activists 可译为行动主义者/激进分子；注意它和 stakeholders 并列。,1,2026-07-03
20260703-088,2026-07-03,词组,negative allegations,2026-07-03-2011-english-i-text-3.md,make negative allegations about a brand or product,负面指控,negative allegations 指针对某品牌或产品的负面指称/指控 是 hijacked media 风险的具体内容。,一般,阅读高频|负面评价|媒介主题|错句来源|Text3-S14,allegation = 指控/指称；negative allegations = 负面指控。,1,2026-07-03
20260703-089,2026-07-03,词组,make allegations about ...,2026-07-03-2011-english-i-text-3.md,who make negative allegations about a brand or product,对……提出指控；作出关于……的指称,make allegations about ... 表示对某对象提出指控或作出指称 本句对象是 a brand or product。,一般,阅读高频|固定搭配|负面评价|错句来源|Text3-S14,make allegations about A = 对 A 提出指控/指称；about 后面接被指控涉及的对象。,1,2026-07-03
20260703-090,2026-07-03,单词,network,2026-07-03-2011-english-i-text-3.md,Members of social networks,网络,network 在 social networks 中表示网络/关系网络 是主语范围的一部分。,一般,阅读高频|社会主题|媒介主题|错句来源|Text3-S15,network = 网络；social network = 社交网络。,1,2026-07-03
20260703-091,2026-07-03,词组,social networks,2026-07-03-2011-english-i-text-3.md,Members of social networks,社交网络,social networks 指社交网络平台或社交关系网络 本句 members of social networks 指这些网络中的成员。,一般,阅读高频|社会主题|媒介主题|错句来源|Text3-S15,social networks = 社交网络；members of social networks = 社交网络成员。,1,2026-07-03
20260703-092,2026-07-03,熟词僻义,learn,2026-07-03-2011-english-i-text-3.md,are learning that they can hijack media,意识到；得知；明白,learn 在 S15 中不是课堂学习 而是逐渐意识到或明白某种情况。,一般,阅读高频|熟词僻义|认知动词|错句来源|Text3-S15,learn that ... 常可译为“得知/意识到/明白……”，不要机械译成“学习”。,1,2026-07-03
20260703-093,2026-07-03,词组,are learning that,2026-07-03-2011-english-i-text-3.md,are learning that they can hijack media,正在逐渐意识到……,are learning that ... 表示某群体正在认识到某种事实 后面接 that 宾语从句说明意识到的内容。,一般,阅读高频|宾语从句|认知动词|错句来源|Text3-S15,are learning that ... = 正在逐渐意识到……；that 后面是被意识到的内容。,1,2026-07-03
20260703-094,2026-07-03,词组,hijack media,2026-07-03-2011-english-i-text-3.md,they can hijack media,劫持媒介,hijack media 是 S15 中对 hijacked media 的动词表达 表示反向利用企业媒介施压。,一般,阅读高频|媒介主题|动作谓语|错句来源|Text3-S15,hijack media = 劫持媒介/反向利用媒介；与 hijacked media 形成名词化对应。,1,2026-07-03
20260703-095,2026-07-03,熟词僻义,apply,2026-07-03-2011-english-i-text-3.md,to apply pressure on the businesses,施加；应用,apply 在 apply pressure 中表示施加压力 不是申请或普通应用。,一般,阅读高频|熟词僻义|动作谓语|错句来源|Text3-S15,apply pressure = 施加压力；apply 在这里是及物动作 不要只按“申请/应用”理解。,1,2026-07-03
20260703-096,2026-07-03,词组,apply pressure on,2026-07-03-2011-english-i-text-3.md,to apply pressure on the businesses,向……施加压力；向……施压,apply pressure on ... 表示对某对象施加压力 本句对象是最初创建媒介的企业。,一般,阅读高频|固定搭配|媒介主题|错句来源|Text3-S15,apply pressure on A = 向 A 施压；本句 to apply pressure on ... 作目的状语。,1,2026-07-03
20260703-097,2026-07-03,熟词僻义,invite,2026-07-03-2011-english-i-text-3.md,invite constant conflicts with passionate consumers,引发；招致,invite 在 Q33-A 中不是邀请 而是引发或招致某种结果。,一般,阅读高频|熟词僻义|选项词汇|错题来源|Text3-Q33,invite 在阅读选项中可表示“引发/招致”；不要机械译成“邀请”。,1,2026-07-03
20260703-098,2026-07-03,单词,constant,2026-07-03-2011-english-i-text-3.md,invite constant conflicts with passionate consumers,持续不断的；经常的,constant 修饰 conflicts 表示冲突持续不断或反复出现。,一般,阅读高频|形容词|选项词汇|错题来源|Text3-Q33,constant = 持续不断的/经常的；不是“立刻”。,1,2026-07-03
20260703-099,2026-07-03,单词,conflicts,2026-07-03-2011-english-i-text-3.md,invite constant conflicts with passionate consumers,冲突,conflicts 指冲突或矛盾 在 Q33-A 中与 passionate consumers 构成选项描述。,一般,阅读高频|名词|选项词汇|错题来源|Text3-Q33,conflict = 冲突；constant conflicts = 持续不断的冲突。,1,2026-07-03
20260703-100,2026-07-03,词组,invite constant conflicts,2026-07-03-2011-english-i-text-3.md,invite constant conflicts with passionate consumers,引发持续不断的冲突,invite constant conflicts 表示招致或引发持续不断的冲突 是 Q33-A 的核心谓语宾语搭配。,一般,阅读高频|固定搭配|选项词汇|错题来源|Text3-Q33,invite constant conflicts 要整体译为“引发持续不断的冲突”；invite 取“招致”义。,1,2026-07-03
20260703-101,2026-07-03,词组,be responsible for,2026-07-03-2011-english-i-text-3.md,may be responsible for fiercer competition,导致；造成；对……负责,be responsible for 在 Q33-C 中更自然地理解为导致或造成某结果。,一般,阅读高频|固定搭配|选项词汇|错题来源|Text3-Q33,be responsible for 不只表示“对……负责”；在结果语境中常译为“导致/造成”。,1,2026-07-03
20260703-102,2026-07-03,单词,fiercer,2026-07-03-2011-english-i-text-3.md,may be responsible for fiercer competition,更激烈的,fiercer 是 fierce 的比较级 修饰 competition 表示竞争更加激烈。,一般,阅读高频|形容词|比较结构|选项词汇|Text3-Q33,fiercer = 更激烈的；要和 competition 合起来看成比较级名词短语。,1,2026-07-03
20260703-103,2026-07-03,单词,competition,2026-07-03-2011-english-i-text-3.md,may be responsible for fiercer competition,竞争,competition 表示竞争 不是合作。,一般,阅读高频|名词|选项词汇|错题来源|Text3-Q33,competition = 竞争；不要和 cooperation 合作混淆。,1,2026-07-03
20260703-104,2026-07-03,词组,fiercer competition,2026-07-03-2011-english-i-text-3.md,may be responsible for fiercer competition,更激烈的竞争,fiercer competition 是 Q33-C 中的结果名词短语 表示竞争程度加剧。,一般,阅读高频|比较结构|选项词汇|错题来源|Text3-Q33,fiercer competition = 更激烈的竞争；fiercer 是比较级。,1,2026-07-03
20260703-105,2026-07-03,单词,deserve,2026-07-03-2011-english-i-text-3.md,deserve all the negative comments about them,应得；配得上；理应受到,deserve 表示应得或理应受到某种评价或结果。,一般,阅读高频|动词|选项词汇|错题来源|Text3-Q33,deserve 后接评价或结果时 常译为“应得/配得上/理应受到”。,1,2026-07-03
20260703-106,2026-07-03,词组,negative comments,2026-07-03-2011-english-i-text-3.md,deserve all the negative comments about them,负面评论；负面评价,negative comments 指负面评价或负面评论 是 Q33-D 中 deserve 的宾语核心。,一般,阅读高频|负面评价|选项词汇|错题来源|Text3-Q33,negative comments = 负面评论/负面评价；和 S14 negative allegations 都属于负面表述但词义不同。,1,2026-07-03
20260703-107,2026-07-03,词组,deserve all the negative comments about them,2026-07-03-2011-english-i-text-3.md,deserve all the negative comments about them,理应受到关于它们的所有负面评论,deserve all the negative comments about them 是 Q33-D 的完整谓宾结构 表示配得上这些负面评价。,一般,阅读高频|选项句法|负面评价|错题来源|Text3-Q33,看到 deserve all the negative comments about them 要先抓 deserve 的“理应受到”义 再处理 comments about them 的修饰关系。,1,2026-07-03
20260703-108,2026-07-03,词组,persuade sb to do sth,2026-07-03-2011-english-i-text-3.md,try to persuade others to boycott products,说服某人做某事,persuade sb to do sth 表示说服某人去做某事 本句中 sb=others 动作=boycott products。,一般,阅读高频|固定搭配|动作链|错句来源|Text3-S16,persuade 后先接被说服的人 再用 to do 表示被说服去做的动作。,1,2026-07-03
20260703-109,2026-07-03,词组,persuade others to boycott products,2026-07-03-2011-english-i-text-3.md,persuade others to boycott products,说服其他人抵制产品,persuade others to boycott products 是 S16 的完整动作链 表示消费者试图说服他人参与抵制。,一般,阅读高频|固定搭配|动作链|媒介主题|错句来源|Text3-S16,先抓 persuade others to do 的骨架 再把 to boycott products 译成被说服去做的动作。,1,2026-07-03
20260703-110,2026-07-03,单词,boycott,2026-07-03-2011-english-i-text-3.md,persuade others to boycott products,抵制,boycott 作动词表示抵制 在 S16 中宾语是 products。,一般,阅读高频|动词|媒介主题|错句来源|Text3-S16,boycott = 抵制；boycott products = 抵制产品。,1,2026-07-03
20260703-111,2026-07-03,词组,boycott products,2026-07-03-2011-english-i-text-3.md,persuade others to boycott products,抵制产品,boycott products 表示拒绝购买或号召不购买某些产品 是 hijacked media 风险后的消费者行动。,一般,阅读高频|固定搭配|媒介主题|错句来源|Text3-S16,boycott products 要整体理解为“抵制产品”；boycott 后直接接抵制对象。,1,2026-07-03
20260703-112,2026-07-03,单词,sufficiently,2026-07-03-2011-english-i-text-3.md,the company's response may not be sufficiently quick or thoughtful,足够地；充分地,sufficiently 修饰 quick or thoughtful 表示公司的回应可能不够迅速或周到。,一般,阅读高频|程度副词|错句来源|Text3-S17,sufficiently = 足够地/充分地；may not be sufficiently ... = 可能不够……。,1,2026-07-03
20260703-113,2026-07-03,单词,thoughtful,2026-07-03-2011-english-i-text-3.md,the company's response may not be sufficiently quick or thoughtful,周到的；考虑周全的,thoughtful 修饰 response 表示回应考虑周全或处理周到。,一般,阅读高频|形容词|评价表达|错句来源|Text3-S17,thoughtful 不只是“有思想的”；修饰 response 时常译为“周到的/考虑周全的”。,1,2026-07-03
20260703-114,2026-07-03,词组,sufficiently quick or thoughtful,2026-07-03-2011-english-i-text-3.md,the company's response may not be sufficiently quick or thoughtful,足够迅速或周到,sufficiently quick or thoughtful 是 S17 中评价公司回应的核心表语短语。,一般,阅读高频|评价表达|固定搭配|错句来源|Text3-S17,看到 sufficiently + A or B 要把程度副词同时挂到两个形容词上。,1,2026-07-03
20260703-115,2026-07-03,词组,learning curve,2026-07-03-2011-english-i-text-3.md,the learning curve has been steep,学习曲线；学习/适应过程,learning curve 指学习或适应某事的过程和难度 不只是字面上的曲线。,一般,阅读高频|固定表达|熟词组合|错句来源|Text3-S17,learning curve = 学习曲线/适应过程；常和 steep 搭配表示上手难、适应难。,1,2026-07-03
20260703-116,2026-07-03,熟词僻义,steep,2026-07-03-2011-english-i-text-3.md,the learning curve has been steep,陡峭的；艰难的；难度大的,steep 原义为陡峭的 在 learning curve 语境中表示学习或适应过程很困难。,一般,阅读高频|熟词僻义|易混词形|错句来源|Text3-S17,steep 不是 stop；steep learning curve 表示学习/适应难度大。,1,2026-07-03
20260703-117,2026-07-03,词组,the learning curve has been steep,2026-07-03-2011-english-i-text-3.md,the learning curve has been steep,学习/适应过程一直很艰难,the learning curve has been steep 表示公司在应对这种新媒介风险时学习和适应难度很大。,一般,阅读高频|固定表达|评价表达|错句来源|Text3-S17,这句不要直译成“学习曲线很陡”就停住；要转成“适应过程很艰难/难度很大”。,1,2026-07-03
20260703-118,2026-07-03,单词,alleviate,2026-07-03-2011-english-i-text-3.md,alleviated some of the damage,减轻；缓解,alleviate 表示减轻或缓解不良影响 本句指丰田减轻召回危机造成的部分损害。,一般,阅读高频|动词|负面影响|错句来源|Text3-S18,alleviate = 减轻/缓解；常接 damage/problem/pressure/pain 等负面对象。,1,2026-07-03
20260703-119,2026-07-03,词组,alleviate some of the damage,2026-07-03-2011-english-i-text-3.md,alleviated some of the damage from its recall crisis,减轻部分损害,alleviate some of the damage 是 S18 主干谓宾结构 表示减轻召回危机带来的部分损害。,一般,阅读高频|固定搭配|负面影响|错句来源|Text3-S18,先抓 Toyota Motor alleviated some of the damage 这个主干 再处理后面的来源和手段。,1,2026-07-03
20260703-120,2026-07-03,熟词僻义,recall,2026-07-03-2011-english-i-text-3.md,its recall crisis,召回,recall 在商业和产品语境中可指产品召回 不是普通“回忆”。,一般,阅读高频|熟词僻义|商业主题|错句来源|Text3-S18,recall crisis 中 recall = 召回；注意和“回忆”义区分。,1,2026-07-03
20260703-121,2026-07-03,词组,recall crisis,2026-07-03-2011-english-i-text-3.md,its recall crisis earlier this year,召回危机,recall crisis 指因产品召回引发的危机 是 damage 的来源。,一般,阅读高频|商业主题|负面事件|错句来源|Text3-S18,recall crisis = 召回危机；from its recall crisis 说明 damage 的来源。,1,2026-07-03
20260703-122,2026-07-03,词组,earlier this year,2026-07-03-2011-english-i-text-3.md,its recall crisis earlier this year,今年早些时候,earlier this year 是时间状语 表示今年较早的时候。,一般,阅读高频|时间状语|错句来源|Text3-S18,earlier this year = 今年早些时候；不是“更早的今年”硬译。,1,2026-07-03
20260703-123,2026-07-03,单词,relatively,2026-07-03-2011-english-i-text-3.md,with a relatively quick and well-orchestrated social-media response campaign,相对地；比较而言,relatively 修饰 quick 表示回应活动相对迅速。,一般,阅读高频|程度副词|评价表达|错句来源|Text3-S18,relatively = 相对地/比较而言；relatively quick = 相对迅速的。,1,2026-07-03
20260703-124,2026-07-03,词组,relatively quick,2026-07-03-2011-english-i-text-3.md,a relatively quick and well-orchestrated social-media response campaign,相对迅速的,relatively quick 修饰 social-media response campaign 表示回应速度比较快。,一般,阅读高频|评价表达|固定搭配|错句来源|Text3-S18,relatively quick = 相对迅速的；quick 和 well-orchestrated 并列修饰 campaign。,1,2026-07-03
20260703-125,2026-07-03,词组,well-orchestrated,2026-07-03-2011-english-i-text-3.md,a relatively quick and well-orchestrated social-media response campaign,精心组织的；周密安排的,well-orchestrated 表示安排周密、组织得当 常用于 campaign/response/plan 等。,一般,阅读高频|评价表达|商业主题|错句来源|Text3-S18,well-orchestrated = 精心组织的/周密安排的；不要只看 orchestrate 的字面音乐义。,1,2026-07-03
20260703-126,2026-07-03,词组,relatively quick and well-orchestrated,2026-07-03-2011-english-i-text-3.md,a relatively quick and well-orchestrated social-media response campaign,相对迅速且组织周密的,relatively quick and well-orchestrated 是并列形容词结构 共同修饰回应活动。,一般,阅读高频|评价表达|并列结构|错句来源|Text3-S18,看到 relatively quick and well-orchestrated 要合起来修饰后面的 campaign。,1,2026-07-03
20260703-127,2026-07-03,词组,social-media response campaign,2026-07-03-2011-english-i-text-3.md,a relatively quick and well-orchestrated social-media response campaign,社交媒体回应活动,social-media response campaign 是 S18 中 with 手段状语的核心名词短语。,一般,阅读高频|媒介主题|商业主题|错句来源|Text3-S18,response campaign = 回应活动；social-media response campaign = 社交媒体回应活动。,1,2026-07-03
20260703-128,2026-07-03,词组,include efforts to do sth,2026-07-03-2011-english-i-text-3.md,which included efforts to engage with consumers directly,包括为做某事而采取的努力,include efforts to do sth 表示包括旨在做某事的努力或措施 本句指包括直接与消费者互动的努力。,一般,阅读高频|固定搭配|动作链|错句来源|Text3-S18,include efforts to do sth = 包括为做某事而采取的努力；to do 修饰 efforts 的内容。,1,2026-07-03
20260703-129,2026-07-03,词组,efforts to engage with consumers directly,2026-07-03-2011-english-i-text-3.md,efforts to engage with consumers directly,直接与消费者互动的努力,efforts to engage with consumers directly 是 which 从句中的宾语核心 说明回应活动具体包括什么。,一般,阅读高频|媒介主题|固定搭配|错句来源|Text3-S18,efforts to do 中 to do 说明努力的方向或内容；这里是直接与消费者互动。,1,2026-07-03
20260703-130,2026-07-03,词组,engage with consumers,2026-07-03-2011-english-i-text-3.md,engage with consumers directly,与消费者互动；接触；沟通,engage with consumers 表示与消费者互动或沟通 不是简单“参与消费者”。,一般,阅读高频|媒介主题|固定搭配|错句来源|Text3-S18,engage with sb = 与某人互动/接触/沟通；with 后接互动对象。,1,2026-07-03
20260703-131,2026-07-03,词组,engage with consumers directly,2026-07-03-2011-english-i-text-3.md,engage with consumers directly on sites such as Twitter and the social-news site Digg,直接与消费者互动 / 沟通,engage with consumers directly 表示在社交平台上直接接触和回应消费者。,一般,阅读高频|媒介主题|固定搭配|错句来源|Text3-S18,engage with consumers directly = 直接与消费者互动/沟通；directly 修饰互动方式。,1,2026-07-03
20260703-132,2026-07-03,词组,respond effectively to,2026-07-03-2011-english-i-text-3.md,responding effectively to hijacked media,有效回应；有效应对,respond effectively to ... 表示对某对象作出有效回应或有效应对 本题用于概括 Toyota 例子中的公司回应方向。,一般,阅读高频|选项词汇|固定搭配|题目定位|Text3-Q34,respond effectively to A = 对 A 有效回应/有效应对；respond to 后接回应对象。,1,2026-07-03
20260703-133,2026-07-03,词组,respond effectively to hijacked media,2026-07-03-2011-english-i-text-3.md,responding effectively to hijacked media,有效回应劫持媒介；有效应对劫持媒介,respond effectively to hijacked media 是 Q34-A 的完整选项表达 指对劫持媒介造成的风险作出有效回应。,一般,阅读高频|选项词汇|媒介主题|题目定位|Text3-Q34,先抓 respond effectively to 的应对方向 再把 hijacked media 接为回应对象。,1,2026-07-03
20260703-134,2026-07-03,词组,persuade sb into doing sth,2026-07-03-2011-english-i-text-3.md,persuading customers into boycotting products,说服某人做某事,persuade sb into doing sth 表示说服某人去做某事 Q34-B 中动作是 boycotting products。,一般,阅读高频|固定搭配|选项词汇|错题来源|Text3-Q34,persuade sb into doing sth 与 persuade sb to do sth 意近；注意 into 后接动名词。,1,2026-07-03
20260703-135,2026-07-03,词组,persuading customers into boycotting products,2026-07-03-2011-english-i-text-3.md,persuading customers into boycotting products,说服顾客抵制产品,persuading customers into boycotting products 是 Q34-B 的完整动作链 但与 Toyota 例子中的公司回应方向不同。,一般,阅读高频|选项词汇|动作链|题目定位|Text3-Q34,注意行为主体：Q34-B 是说服顾客抵制产品 而 Toyota 例子是公司回应并减轻损害。,1,2026-07-03
20260703-136,2026-07-03,词组,cooperate with,2026-07-03-2011-english-i-text-3.md,cooperating with supportive consumers,与……合作,cooperate with 表示与某人或某组织合作 Q34-C 中对象是 supportive consumers。,一般,阅读高频|固定搭配|选项词汇|Text3-Q34,cooperate with A = 与 A 合作；文中 direct engagement 不等同于 cooperate with supportive consumers。,1,2026-07-03
20260703-137,2026-07-03,单词,supportive,2026-07-03-2011-english-i-text-3.md,cooperating with supportive consumers,支持性的；支持的,supportive 表示支持性的或给予支持的 不是 supported“被支持的”。,一般,阅读高频|形容词|易混表达|选项词汇|Text3-Q34,supportive consumers = 支持企业或支持性消费者；不要译成“受支持的顾客”。,1,2026-07-03
20260703-138,2026-07-03,词组,supportive consumers,2026-07-03-2011-english-i-text-3.md,cooperating with supportive consumers,支持性的消费者；支持企业的消费者,supportive consumers 指态度上支持企业或品牌的消费者 是 Q34-C 的对象短语。,一般,阅读高频|选项词汇|易混表达|Text3-Q34,supportive = 支持性的；supported = 被支持的 二者方向不同。,1,2026-07-03
20260703-139,2026-07-03,词组,take advantage of,2026-07-03-2011-english-i-text-3.md,taking advantage of hijacked media,利用；从……中获益；占……的便宜,take advantage of ... 是动词短语 表示利用某物或从某种情况中获益 不是名词“优势”。,一般,阅读高频|固定搭配|熟词组合|选项词汇|Text3-Q34,take advantage of A = 利用 A / 从 A 中获益；不要拆成 advantage“优势”。,1,2026-07-03
20260703-140,2026-07-03,词组,take advantage of hijacked media,2026-07-03-2011-english-i-text-3.md,taking advantage of hijacked media,利用劫持媒介；从劫持媒介中获益,take advantage of hijacked media 是 Q34-D 的完整表达 指利用劫持媒介这一情形。,一般,阅读高频|选项词汇|媒介主题|错题来源|Text3-Q34,注意主体方向：利用或劫持媒介施压的是消费者一侧 Toyota 例子强调公司回应。,1,2026-07-03
20260703-141,2026-07-03,单词,alternatives,2026-07-03-2011-english-i-text-3.md,Alternatives to conventional paid media.,替代形式；可替代的事物,alternatives 是名词复数 表示可替代的事物或替代形式 本题中不是单纯形容词 alternative。,一般,阅读高频|选项词汇|主旨题|熟词组合|Text3-Q35,alternatives to A = A 的替代形式；主旨题里要读出范围感。,1,2026-07-03
20260703-142,2026-07-03,词组,alternatives to conventional paid media,2026-07-03-2011-english-i-text-3.md,Alternatives to conventional paid media.,传统付费媒介的替代形式,alternatives to conventional paid media 是 Q35-A 的完整选项表达 指相对于传统付费媒介的其他媒介形式或替代渠道。,一般,阅读高频|选项词汇|媒介主题|主旨题|Text3-Q35,读主旨题时要把 alternatives to ... 作为整体范围 不要漏掉“替代形式”。,1,2026-07-03
20260703-143,2026-07-03,单词,conflict,2026-07-03-2011-english-i-text-3.md,Conflict between hijacked and earned media.,冲突,conflict 表示冲突或矛盾 Q35-B 中用于概括 hijacked media 与 earned media 之间的关系。,一般,阅读高频|选项词汇|主旨题|Text3-Q35,conflict = 冲突；主旨题中要判断它是否覆盖全文而不只是局部线索。,1,2026-07-03
20260703-144,2026-07-03,词组,conflict between A and B,2026-07-03-2011-english-i-text-3.md,Conflict between hijacked and earned media.,A 与 B 之间的冲突,conflict between A and B 表示 A 与 B 之间的冲突或矛盾 是阅读选项中常见的关系概括结构。,一般,阅读高频|选项词汇|固定搭配|主旨题|Text3-Q35,between A and B 要把两个对象都读出来 不要只看 conflict 单词。,1,2026-07-03
20260703-145,2026-07-03,词组,conflict between hijacked and earned media,2026-07-03-2011-english-i-text-3.md,Conflict between hijacked and earned media.,劫持媒介与赢得媒介之间的冲突,conflict between hijacked and earned media 是 Q35-B 的完整选项表达 用两类媒介关系来概括文章主题。,一般,阅读高频|选项词汇|媒介主题|主旨题|Text3-Q35,主旨题要区分“全文主题”和“后文局部冲突线索”；该表达本身先按词组掌握。,1,2026-07-03
20260726-001,2026-07-26,单词,insightful,2026-07-10-2011-english-i-text-4.md,Jennifer Senior’s insightful magazine cover story,富有洞察力的,insightful 常修饰文章、评论或分析；强调能够看出问题本质。,适合,阅读高频|写作友好|人物态度|Text4-S01,不要只按 positive 理解；注意“有洞察力”这一评价色彩。,1,2026-07-26
20260726-002,2026-07-26,单词,provocative,2026-07-10-2011-english-i-text-4.md,Jennifer Senior’s provocative magazine cover story,引发争议或思考的,provocative 在本文修饰文章；表示会激起讨论或争议而非单纯“挑衅别人”。,一般,阅读高频|人物态度|熟词语境|Text4-S01,结合被修饰对象判断为“发人深思且引发争议的”。,1,2026-07-26
20260726-003,2026-07-26,词组,magazine cover story,2026-07-10-2011-english-i-text-4.md,magazine cover story,杂志封面文章,cover story 指作为杂志封面主打内容的文章或报道。,一般,阅读识别|固定搭配|媒体主题|Text4-S01,不要拆成“杂志封面上的故事”；整体识别为封面文章。,1,2026-07-26
20260726-004,2026-07-26,单词,hate,2026-07-10-2011-english-i-text-4.md,I Hate My Life,讨厌；憎恶,hate 在标题中与 love 构成强烈对照。,不建议,基础词|情感词|标题对照|Text4-S01,首次阅读曾漏译；标题中的对照关系不能丢。,1,2026-07-26
20260726-005,2026-07-26,单词,chatter,2026-07-10-2011-english-i-text-4.md,is arousing much chatter,议论；闲谈,chatter 在本文指围绕文章产生的广泛议论。,一般,阅读识别|媒体主题|Text4-S01,本句不是具体的一次 conversation；侧重热议和议论声。,1,2026-07-26
20260726-006,2026-07-26,单词,nothing,2026-07-10-2011-english-i-text-4.md,nothing gets people talking like the suggestion,没有任何事情,nothing 在句中作主语；后接 gets 形成完整主干。,不建议,基础词|句法主语|Text4-S01,首次阅读连主语也未译出；先按代词主语识别。,1,2026-07-26
20260726-007,2026-07-26,词组,child rearing,2026-07-10-2011-english-i-text-4.md,child rearing is anything less than a completely fulfilling experience,养育孩子；育儿,child rearing 是名词短语；在从句中整体作主语。,一般,阅读高频|固定搭配|家庭主题|句法主语|Text4-S01,不要拆散后漏掉内层从句的主语。,1,2026-07-26
20260726-008,2026-07-26,词组,anything less than,2026-07-10-2011-english-i-text-4.md,child rearing is anything less than a completely fulfilling experience,达不到；并非完全是,anything less than X 表示低于 X 所描述的程度；结合否定或评价语境处理。,一般,阅读高频|固定搭配|逻辑表达|Text4-S01,不要只逐词翻译；先确认比较基准 X。,1,2026-07-26
20260726-009,2026-07-26,单词,fulfilling,2026-07-10-2011-english-i-text-4.md,a completely fulfilling experience,令人满足的；使人有成就感的,fulfilling 常修饰 experience、work 或 life；表示带来满足感。,适合,阅读高频|写作友好|家庭主题|Text4-S01,区别 fulfilled“感到满足的”和 fulfilling“令人满足的”。,1,2026-07-26
20260726-010,2026-07-26,词组,rather than,2026-07-10-2011-english-i-text-4.md,Rather than concluding that children make parents either happy or miserable,而不是；而非,rather than 引出被排除的做法；本句与 Senior suggests 的实际做法形成对照。,适合,阅读高频|写作友好|对照逻辑|Text4-S02,看到 rather than 先找对照两端；不要只翻局部动作。,1,2026-07-26
20260726-011,2026-07-26,单词,redefine,2026-07-10-2011-english-i-text-4.md,we need to redefine happiness,重新定义,re- 表示“重新”；redefine happiness 指改变衡量幸福的方式。,适合,阅读高频|写作友好|观点表达|Text4-S02,用前缀 re- 辅助识别；同时结合冒号后的具体说明。,1,2026-07-26
